id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
353426,PE-0026,small_airport,"Las Dunas Airport",-14.03561,-75.76004,1378,SA,Peru,PE,"Ica Region",PE-ICA,ICA,Ica,0,SPLH,,,,https://en.wikipedia.org/wiki/Las_Dunas_Airport,,50,2022-04-07T13:26:20+00:00
39648,SPRL,small_airport,"Imperial Airport",-12.316666603088379,-75.06666564941406,,SA,Peru,PE,"Lima Region",PE-LIM,LIM,Imperial,0,SPRL,,,,,,50,2008-07-21T16:58:51+00:00
39598,SPIN,small_airport,"Iñapari Airport",-10.979000091552734,-69.55940246582031,917,SA,Peru,PE,"Madre de Dios Region",PE-MDD,MDD,Iñapari,0,SPIN,,,,,,50,2008-07-21T16:56:49+00:00
32362,SPNT,small_airport,"Intuto Airport",-3.5829999446868896,-74.75,650,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Intuto,0,SPNT,,,,,,50,2008-07-21T16:57:42+00:00
316784,PE-0002,small_airport,"Old Iquitos Airport",-3.7422,-73.2604,295,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Iquitos,0,,,,,,,50,2016-01-23T09:58:02+00:00
32353,SPEN,small_airport,"Iscozasin Airport",-10.182999610900879,-75.1500015258789,898,SA,Peru,PE,"Pasco Region",PE-PAS,PAS,Iscozasin,0,SPEN,,,,,,50,2008-07-21T16:57:18+00:00
39645,SPQJ,small_airport,"Jaquí Airport",-15.466667175292969,-74.43333435058594,,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,Jaquí,0,SPQJ,,,,,,50,2008-07-21T16:58:48+00:00
39589,SPBS,small_airport,"Bellavista Airport",-5.288390159606934,-76.29209899902344,675,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Jeberos,0,SPBS,,,,,,50,2008-07-21T16:56:40+00:00
39605,SPQI,small_airport,"Kiteni Airport",-12.648669,-73.036579,2540,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,"La Convención",0,SPQI,,,,,,50,2022-01-15T00:54:38+00:00
39608,SPLC,small_airport,"Mariano Melgar Airport",-16.7915,-71.886597,3890,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,"La Joya",0,SPLC,,,,,,50,2022-09-07T12:48:33+00:00
39600,SPLG,small_airport,"Lagarto Nuevo Airport",-12.641599655151367,-69.8375015258789,763,SA,Peru,PE,"Madre de Dios Region",PE-MDD,MDD,Lagarto,0,SPLG,,,,,,50,2008-07-21T16:56:51+00:00
314993,PE-0001,small_airport,"Lagunas Airstrip",-5.2475,-75.678,430,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Lagunas,0,,,,,,,50,2015-07-16T10:47:30+00:00
39652,SPSL,small_airport,"Lamas Airport",-6.416666507720947,-76.53333282470703,2600,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Lamas,0,SPSL,,,,,,50,2008-07-21T16:58:55+00:00
301326,VVN,small_airport,"Las Malvinas/Echarate Airport",-11.854861,-72.939332,1285,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,"Las Malvinas",0,SPWT,VVN,,,https://en.wikipedia.org/wiki/Las_Malvinas_Airport,,50,2018-10-28T12:44:53+00:00
32412,SPOV,small_airport,"Shiringayoc/Hacienda Hda Mejia Airport",-11.9,-69.167,748,SA,Peru,PE,"Madre de Dios Region",PE-MDD,MDD,"Leon Velarde",0,SPOV,,,,,,50,2018-04-26T13:12:42+00:00
39633,SPLT,closed,"Lobitos Airport",-4.448611,-81.275558,45,SA,Peru,PE,"Piura Region",PE-PIU,PIU,Lobitos,0,,,,,,"SPLT, SPLT",50,2022-08-25T16:17:28+00:00
39623,SPEB,small_airport,"Pebas Airport",-3.3333001136779785,-71.81670379638672,383,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Loreto,0,SPEB,,,,,,50,2008-07-21T16:58:26+00:00
39631,SPLA,small_airport,"Luisiana Airport",-12.673815,-73.710266,,SA,Peru,PE,"Ayacucho Region",PE-AYA,AYA,Luisiana,0,SPLA,,,,,,50,2022-01-15T00:55:09+00:00
39660,SPYA,small_airport,"Luya Airport",-6.691699981689453,-79.70169830322266,298,SA,Peru,PE,"Lambayeque Region",PE-LAM,LAM,Luya,0,SPYA,,,,,,50,2008-07-21T16:59:02+00:00
39609,SOML,small_airport,"Malin Airport",-7.63332986831665,-78.6500015258789,5190,SA,Peru,PE,"La Libertad Region",PE-LAL,LAL,Malin,0,SOML,,,,,,50,2008-07-21T16:58:13+00:00
353418,PE-0023,small_airport,"Walter Braedt Segú Airport",-4.08687,-81.02577,30,SA,Peru,PE,"Tumbes Region",PE-TUM,TUM,Máncora,0,SPWB,,SPWB,,,,50,2022-03-08T21:12:03+00:00
32363,SPNU,small_airport,"Manu Airport",-12.289721,-70.890199,1010,SA,Peru,PE,"Madre de Dios Region",PE-MDD,MDD,Manu,0,SPNU,,,,,,50,2022-01-15T01:02:05+00:00
39654,SPSS,small_airport,"Masisea Airport",-8.61142,-74.309962,522,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Masisea,0,SPSS,,,,,,50,2018-04-27T19:06:27+00:00
6227,SPMF,small_airport,"Mayor PNP Nancy Flores Paucar Airport",-11.3254,-74.535598,2247,SA,Peru,PE,"Junín Region",PE-JUN,JUN,Mazamari,0,SPMF,MZA,,,https://en.wikipedia.org/wiki/Mayor_Pnp_Nancy_Flore_Airport,"Manuel Prado Ugarteche",50,2018-04-27T15:29:47+00:00
32351,SPDO,small_airport,"Mollendo Airport",-17.045400619506836,-71.98370361328125,9,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,Mollendo,0,SPDO,,,,,,50,2008-07-21T16:57:16+00:00
6210,SPEQ,small_airport,"Cesar Torke Podesta Airport",-17.179000854492188,-70.93080139160156,4480,SA,Peru,PE,"Moquegua Region",PE-MOQ,MOQ,Moquegua,0,SPEQ,,,,,,50,2008-07-21T16:57:18+00:00
31883,SPBB,small_airport,"Moyobamba Airport",-6.0188889503479,-76.98832702636719,2749,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Moyobamba,0,SPBB,MBP,,,,,50,2008-07-21T16:57:07+00:00
39656,SPTA,small_airport,"Nauta Airport",-4.54186,-73.562951,370,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Nauta,0,SPTA,,,,,,50,2022-08-29T12:45:40+00:00
39601,SPNM,small_airport,"Nuevo Mundo Airport",-11.541500091552734,-73.14219665527344,1090,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,"Nuevo Mundo",0,SPNM,,,,,,50,2008-07-21T16:56:52+00:00
39590,SPBT,small_airport,"Obenteni Airport",-10.755137,-74.221749,3290,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Obenteni,0,SPBT,,,,,,50,2022-01-15T00:53:04+00:00
32364,SPOR,small_airport,"Orcopampa Airport",-15.315232,-72.352095,12200,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,Orcopampa,0,SPOR,,,,,,50,2022-08-25T15:12:27+00:00
39637,SPON,small_airport,"Orellana Airport",-6.896733,-75.153182,424,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Orellana,0,SPON,,,,,,50,2022-01-14T22:55:27+00:00
39593,SPEZ,small_airport,"Puerto Bermudez Airport",-10.299200057983398,-74.93720245361328,840,SA,Peru,PE,"Pasco Region",PE-PAS,PAS,Oxapampa,0,SPEZ,,,,,,50,2008-07-21T16:56:44+00:00
32379,SPYO,small_airport,"Pacasmayo Airport",-7.40693998336792,-79.56890106201172,95,SA,Peru,PE,"La Libertad Region",PE-LAL,LAL,Pacasmayo,0,SPYO,,,,,,50,2008-07-21T17:01:22+00:00
39661,SPZH,small_airport,"Pachiza Airport",-7.299280166625977,-76.77459716796875,1102,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Pachiza,0,SPZH,,,,,,50,2008-07-21T16:59:03+00:00
39599,SPIT,small_airport,"Paita Airport",-5.085949897766113,-81.15280151367188,230,SA,Peru,PE,"Piura Region",PE-PIU,PIU,"Paita Wesr",0,SPIT,,,,,,50,2008-07-21T16:56:50+00:00
39642,SPPN,small_airport,"Palmas del Espino Airport",-8.292590141296387,-76.4395980834961,1625,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,"Palmas del Espino",0,SPPN,,,,,,50,2008-07-21T16:58:45+00:00
32358,SPJB,small_airport,"Pampa Grande Airport",-7.61447,-78.06159,8727,SA,Peru,PE,"Cajamarca Region",PE-CAJ,CAJ,"Pampa Grande",0,SPJB,,,,,,50,2015-04-18T07:55:18+00:00
32368,SPPH,small_airport,"Pampa Hermosa Airport",-7.206774,-75.297559,510,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,"Pampa Hermosa",0,SPPH,,,,,,50,2022-01-14T22:55:57+00:00
32367,SPPG,closed,"Paramonga Airport",-10.667,-77.833,16,SA,Peru,PE,"Lima Region",PE-LIM,LIM,Paramonga,0,,,,,,"SPPG, SPPG",50,2022-08-31T13:17:44+00:00
39612,SPAI,small_airport,"Urpay Airport",-8.3495,-77.3985,10400,SA,Peru,PE,"La Libertad Region",PE-LAL,LAL,Pataz,0,SPAI,,,,,,50,2015-04-18T08:05:47+00:00
39630,SPIS,small_airport,"Pias Airport",-7.92062,-77.52518,8500,SA,Peru,PE,"La Libertad Region",PE-LAL,LAL,Pataz,0,SPIS,,,,,,50,2015-04-18T07:22:46+00:00
333783,PE-0010,small_airport,"Pativilca Airstrip",-10.705015,-77.800884,144,SA,Peru,PE,"Lima Region",PE-LIM,LIM,Pativilca,0,,,,,,,50,2020-04-06T15:02:34+00:00
32347,SPAP,small_airport,"Picota Airport",-6.909451,-76.32909,948,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Picota,0,SPAP,,,,,,50,2022-06-14T23:09:24+00:00
32355,SPIR,small_airport,"Patria Airport",-12.966295,-71.429936,2224,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,Pillcopata,0,SPIR,,,,,,50,2022-01-15T01:03:18+00:00
39603,SPOA,small_airport,"Saposoa Airport",-6.9600300788879395,-76.76840209960938,982,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,"Plaza Saposoa",0,SPOA,SQU,,,,,50,2008-08-27T07:58:46+00:00
39641,SPPM,closed,"Pomacocha Airport",-15.1792,-73.274399,10524,SA,Peru,PE,"Ayacucho Region",PE-AYA,AYA,Pomacocha,0,,,,,,"SPPM, SPPM",50,2022-08-25T15:15:46+00:00
39644,SPPZ,small_airport,"Palcazú Airport",-9.895833015441895,-75.1177749633789,932,SA,Peru,PE,"Pasco Region",PE-PAS,PAS,Porvenir,0,SPPZ,,,,,,50,2008-07-21T16:58:47+00:00
32350,SPCP,small_airport,"Pucacaca Airport",-6.843543,-76.33959,977,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Pucacaca,0,SPCP,,,,,,50,2022-06-14T22:45:57+00:00
327371,SPYC,small_airport,"Yarinacocha Airport",-8.340436,-74.597906,489,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Pucallpa,0,SPYC,,,,,,50,2018-04-27T18:36:32+00:00
327372,PE-0007,small_airport,"Pucallpa West Airport",-8.361953,-74.656877,489,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Pucallpa,0,,,,,,,50,2018-04-27T18:58:08+00:00
351488,PE-0014,small_airport,"Misión SAM Airport",-8.35681,-74.66043,486,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Pucallpa,0,,,,,,,50,2022-01-15T01:34:18+00:00
32366,SPPB,small_airport,"Tipishsa Airport",-9.533060073852539,-72.75689697265625,783,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,"Puerto Breu",0,SPPB,,,,,,50,2008-07-21T16:57:53+00:00
39596,SPHC,small_airport,"Chala Airport",-15.80703,-74.28699,112,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,"Puerto Chala",0,SPHC,,,,,,50,2022-08-25T15:32:07+00:00
32374,SPTI,small_airport,"Puerto Inca Airport",-9.383000373840332,-74.96700286865234,583,SA,Peru,PE,"Huánuco Region",PE-HUC,HUC,"Puerto Inca",0,SPTI,,,,,,50,2008-07-21T17:04:33+00:00
32365,SPPA,closed,"Puerto Ocopa Airport",-11.143755,-74.307153,1217,SA,Peru,PE,"Junín Region",PE-JUN,JUN,"Puerto Ocopa",0,,,,,,"SPPA, SPPA",50,2022-01-15T00:52:23+00:00
39594,SPGT,small_airport,"Puerto Victoria Airport",-9.902609825134277,-74.96410369873047,782,SA,Peru,PE,"Pasco Region",PE-PAS,PAS,"Puerto Victoria",0,SPGT,,,,,,50,2008-07-21T16:56:45+00:00
39646,SPQR,small_airport,"Quiruvilca Airport",-7.9666666984558105,-78.19999694824219,13509,SA,Peru,PE,"La Libertad Region",PE-LAL,LAL,Qiruvilca,0,SPQR,,,,,,50,2008-07-21T16:58:49+00:00
32540,SPIL,small_airport,"Quincemil Air Base",-13.231357,-70.75145,2047,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,"Quince Mil",0,SPIL,UMI,,,,,50,2022-01-15T01:04:00+00:00
32369,SPQN,closed,"Requena Airport",-5.078026,-73.856404,393,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Requena,0,,,,,,"REQ, SPQN",50,2022-01-14T22:53:42+00:00
39636,SPNR,small_airport,"Ricrán Airport",-10.777950286865234,-76.25131225585938,13720,SA,Peru,PE,"Pasco Region",PE-PAS,PAS,Ricrán,0,SPNR,,,,,,50,2008-07-21T16:58:40+00:00
32359,SPLN,small_airport,"San Nicolas Airport",-6.39231014251709,-77.5011978149414,5082,SA,Peru,PE,"Amazonas Region",PE-AMA,AMA,"Rodriguez de Mendoza",0,SPLN,RIM,,,,,50,2008-07-21T16:57:36+00:00
356332,SPLX,small_airport,"Lib Mandi Metropolitan Airport",-12.38875,-76.75834,200,SA,Peru,PE,"Lima Region",PE-LIM,LIM,"San Bartolo",0,SPLX,,,,,,50,2022-08-25T15:50:36+00:00
356333,PE-0027,small_airport,"San Bartolo Airport",-12.38084,-76.78206,,SA,Peru,PE,"Lima Region",PE-LIM,LIM,"San Bartolo",0,,,,,,,50,2022-08-25T15:51:40+00:00
32373,SPTE,small_airport,"San Francisco Airport",-12.532999992370605,-73.80000305175781,2499,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,"San Francisco",0,SPTE,,,,,,50,2008-07-21T16:58:04+00:00
39650,SPSF,small_airport,"San Francisco Airport",-6.6166801452637,-77.766700744629,8202,SA,Peru,PE,"Amazonas Region",PE-AMA,AMA,"San Francisco de Yeso",0,SPSF,,,,,,50,2016-01-21T22:39:24+00:00
39618,SPBQ,small_airport,"Nuevo Acari Airport",-15.45003,-74.74423,590,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,"San Isidro",0,SPBQ,,,,,,50,2022-09-07T13:12:51+00:00
39615,SPAO,closed,"San Juan Aposento Airport",-15.3539,-75.167099,23,SA,Peru,PE,"Ica Region",PE-ICA,ICA,"San Juan Aposento",0,,,,,,"SPAO, SPAO, APE",50,2022-08-25T15:38:10+00:00
32302,SPJN,small_airport,"San Juan de Marcona Airport",-15.357508,-75.135005,144,SA,Peru,PE,"Ica Region",PE-ICA,ICA,"San Juan de Marcona",0,SPJN,SJA,,,https://en.wikipedia.org/wiki/San_Juan_de_Marcona_Airport,,50,2022-04-07T13:33:42+00:00
330829,PE-0009,small_airport,"San Lorenzo Airport",-4.824369,-76.56032,433,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,"San Lorenzo",0,,,,,,,50,2022-08-29T12:42:20+00:00
28475,SPRF,small_airport,"San Rafael Airport",-14.28201,-70.37989,14422,SA,Peru,PE,"Puno Region",PE-PUN,PUN,"San Rafael",0,SPRF,,,,,,50,2022-08-25T15:10:35+00:00
6234,SPRM,small_airport,"Capitán FAP Leonardo Alvariño Herr Airport",-11.128600120544434,-75.35050201416016,2600,SA,Peru,PE,"Junín Region",PE-JUN,JUN,"San Ramón",0,SPRM,,,,,,50,2008-07-21T16:57:59+00:00
351493,SPRR,small_airport,"Revalora Airport",-13.22283,-76.26927,591,SA,Peru,PE,"Lima Region",PE-LIM,LIM,"San Vicente de Cañete",0,SPRR,,,,,,50,2022-01-15T01:43:51+00:00
39634,SPMR,closed,"Santa Maria Airport",-11.983334,-77,769,SA,Peru,PE,"Lima Region",PE-LIM,LIM,"Santa María",0,,,,,,"SPMR, SPMR, SMG",50,2022-08-25T15:46:43+00:00
353425,PE-0025,small_airport,"Huacho Airport",-11.11008,-77.55382,338,SA,Peru,PE,"Lima Region",PE-LIM,LIM,"Santa María",0,,,,,,,50,2022-03-09T01:52:57+00:00
356336,PE-0030,small_airport,"Aeroclub Alas del Mar",-12.40001,-76.76806,,SA,Peru,PE,"Lima Region",PE-LIM,LIM,"Santa María del Mar",0,,,,,,,50,2022-08-25T15:55:58+00:00
330828,PE-0008,small_airport,"Saramuro Airport",-4.707892,-74.876733,367,SA,Peru,PE,"Loreto Region",PE-LOR,LOR,Saramuro,0,,,,,,,50,2019-03-22T09:17:43+00:00
32354,SPIP,closed,"Satipo Airport",-11.2625,-74.647778,2099,SA,Peru,PE,"Junín Region",PE-JUN,JUN,Satipo,0,,,,,,"SPIP, SPIP",50,2022-01-14T23:21:17+00:00
32371,SPSE,small_airport,"Sepahua Airport",-11.14227,-73.034327,886,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Sepahua,0,SPSE,,,,,,50,2022-01-15T00:53:43+00:00
39653,SPSN,small_airport,"Shapaja Airport",-6.5797200202941895,-76.26280212402344,700,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Shapaja,0,SPSN,,,,,,50,2008-07-21T16:58:56+00:00
39655,SPSY,small_airport,"Shiringayoc Airport",-11.898,-69.0625,856,SA,Peru,PE,"Madre de Dios Region",PE-MDD,MDD,Shiringayoc,0,SPSY,SYC,,,,,50,2018-04-27T10:32:55+00:00
32372,SPSI,small_airport,"Siguas Airport",-16.367000579833984,-72.16699981689453,4720,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,Siguas,0,SPSI,,,,,,50,2008-07-21T16:58:02+00:00
351496,PE-0021,small_airport,"Pichari Airport",-12.50306,-73.85287,1759,SA,Peru,PE,"Ayacucho Region",PE-AYA,AYA,Sivia,0,,,,,,,50,2022-01-15T01:48:39+00:00
39614,SPAN,closed,"Sullana Airport",-4.903889,-80.68528,197,SA,Peru,PE,"Piura Region",PE-PIU,PIU,Sullana,0,,,,,,"SPAN, SPAN",50,2022-08-25T16:16:45+00:00
32375,SPTP,small_airport,"El Pato Air Base",-4.54981,-81.224098,286,SA,Peru,PE,"Piura Region",PE-PIU,PIU,Talara,0,SPTP,,,,,,50,2022-03-08T21:15:17+00:00
351494,PE-0019,small_airport,"Tamburco Airport",-13.56872,-72.82457,13002,SA,Peru,PE,"Apurímac Region",PE-APU,APU,Tamburco,0,,,,,,,50,2022-01-15T01:46:27+00:00
32438,SPGM,small_airport,"Tingo Maria Airport",-9.289667,-76.005058,2146,SA,Peru,PE,"Huánuco Region",PE-HUC,HUC,"Tingo Maria",0,SPGM,TGI,,,,,50,2023-03-17T09:04:51+00:00
39657,SPTY,closed,"Tintay Airport",-13.959167,-73.185837,8809,SA,Peru,PE,"Apurímac Region",PE-APU,APU,Tintay,0,,,,,,"SPTY, SPTY",50,2022-08-25T15:02:34+00:00
32348,SPCH,small_airport,"Tocache Airport",-8.1829996109,-76.516998291,1500,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Tocache,0,SPCH,,TCG,,,,50,2012-11-22T08:28:04+00:00
39606,SPTQ,small_airport,"Toquepala Airport",-17.29949951171875,-70.65280151367188,8536,SA,Peru,PE,"Tacna Region",PE-TAC,TAC,Toquepala,0,SPTQ,,,,,,50,2008-07-21T16:56:56+00:00
32376,SPTR,small_airport,"Tournavista Airport",-8.922406,-74.715234,649,SA,Peru,PE,"Huánuco Region",PE-HUC,HUC,Tournavista,0,SPTR,,,,,,50,2018-04-27T19:22:01+00:00
39640,SPPL,small_airport,"Playa Airport",-8.517820358276367,-76.48049926757812,2070,SA,Peru,PE,"San Martín Region",PE-SAM,SAM,Trismaje,0,SPPL,,,,,,50,2008-07-21T16:58:43+00:00
32357,SPIZ,small_airport,"Uchiza Airport",-8.467000007629395,-76.3499984741211,1965,SA,Peru,PE,"Huánuco Region",PE-HUC,HUC,Uchiza,0,SPIZ,UCZ,,,,,50,2008-07-21T16:57:29+00:00
32361,SPNP,small_airport,"Ventilla Airport",-15.85131,-70.05871,13123,SA,Peru,PE,"Puno Region",PE-PUN,PUN,Ventilla,0,SPNP,,,,,,50,2022-08-25T15:06:27+00:00
39607,SPVI,small_airport,"Vicco Airport",-10.847844123840332,-76.24695587158203,13464,SA,Peru,PE,"Pasco Region",PE-PAS,PAS,Vicco,0,SPVI,,,,,,50,2008-07-21T16:56:57+00:00
352938,PE-0022,small_airport,"Camposol Chao Airport",-8.58173,-78.68142,228,SA,Peru,PE,"La Libertad Region",PE-LAL,LAL,Virú,0,,,,,,,50,2022-02-23T17:32:18+00:00
353424,PE-0024,small_airport,"Yapatera Airport",-5.06777,-80.14731,328,SA,Peru,PE,"Piura Region",PE-PIU,PIU,Yapatera,0,,,,,,,50,2022-03-09T01:47:52+00:00
32380,SPYU,small_airport,"Yauca Airport",-15.618900299072266,-74.53610229492188,488,SA,Peru,PE,"Arequipa Region",PE-ARE,ARE,Yauca,0,SPYU,,,,,,50,2008-07-21T17:05:42+00:00
32356,SPIY,small_airport,"Yauri Airport",-14.796129,-71.431818,12972,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,Yauri,0,SPIY,,,,,,50,2022-08-25T15:04:43+00:00
32360,SPLS,small_airport,"Zorrillos Airport",-8.416999816894531,-75.13300323486328,711,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Zorrillos,0,SPLS,,,,,,50,2008-07-21T16:57:38+00:00
356334,PE-0028,closed,"Chilca Airport",-12.50469,-76.74428,,SA,Peru,PE,"Lima Region",PE-LIM,LIM,Chilca,0,,,,,,,0,2022-08-25T15:52:21+00:00
342110,PE-0012,closed,"Chinchero International Airport (under construction)",-13.3915,-72.069,12169,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,Chinchero,0,,,,,https://en.wikipedia.org/wiki/Chinchero_International_Airport,,0,2021-03-12T16:00:46+00:00
351495,PE-0020,heliport,"Diospi Suyana Hospital Heliport",-13.54249,-72.70599,8750,SA,Peru,PE,"Apurímac Region",PE-APU,APU,Curahuasi,0,,,,,,,0,2022-01-15T01:47:23+00:00
327367,PE-0005,closed,"Kirigueti Airfield",-11.574279,-73.128657,1168,SA,Peru,PE,"Cuzco Region",PE-CUS,CUS,Kirigueti,0,,,,,,,0,2022-01-15T00:54:13+00:00
351490,PE-0016,heliport,"Micaela Bastidas Morales Heliport",-11.857,-73.9589,1401,SA,Peru,PE,"Junín Region",PE-JUN,JUN,Misión,0,,,,,,,0,2022-01-15T01:38:31+00:00
356337,PE-0031,closed,"Aldora Airport",-5.15176,-80.94737,,SA,Peru,PE,"Piura Region",PE-PIU,PIU,Paita,0,,,,,,,0,2022-08-25T16:15:38+00:00
351487,PE-0013,heliport,"Pucallpa Air Force Heliport",-8.3515,-74.5819,505,SA,Peru,PE,"Ucayali Region",PE-UCA,UCA,Pucallpa,0,,,,,,,0,2022-01-15T01:32:29+00:00
351489,PE-0015,heliport,"Puerto Anapati Heliport",-11.92859,-73.9877,1496,SA,Peru,PE,"Junín Region",PE-JUN,JUN,"Puerto Anapati",0,,,,,,,0,2022-01-15T01:37:03+00:00
351491,PE-0017,heliport,"Puerto Ocopa Heliport",-11.14793,-74.30629,1056,SA,Peru,PE,"Junín Region",PE-JUN,JUN,"Puerto Ocopa",0,,,,,,,0,2022-01-15T01:40:40+00:00
351492,PE-0018,heliport,"Tanquin Heliport",-12.12632,-74.07599,1880,SA,Peru,PE,"Junín Region",PE-JUN,JUN,Tanquin,0,,,,,,,0,2022-01-15T01:42:05+00:00
